,Date of Sale,Product,Product Category,Quantity,Total Price,Total Profit,Payment Type,Customer Age Category,Customer Location,Customer ID,Customer Gender
1405,2024-10-07,Navy Colourblock Crew and Jogger Set,Children → Boys Wear,3,€52.50,€26.77,Credit Card,25-34,Cork,19116,Male
1406,2024-10-07,Hawaiian Print Sun Safe Two Piece,Children → Girls Wear,2,€35.00,€17.85,Debit Card,35-44,Cork,3531,Female
1407,2024-10-07,Navy/White Long Sleeve Gingham Cheque Shirt,Men → Shirts,2,€58.00,€22.04,Credit Card,35-44,Meath,19200,Female
1408,2024-10-08,Dawson Trolley,Homeware → Design,1,€57.00,€22.80,Credit Card,18-24,Mayo,19237,Male
1409,2024-10-08,Double Wall Mug,Homeware → Design,1,€12.50,€5.00,Credit Card,25-34,Kilkenny,13619,Male
1410,2024-10-08,Light Grey Straight Fit Jeans,Men → Jeans,2,€58.00,€23.20,PayPal,45-54,Cork,14762,Male
1411,2024-10-08,Dark Wash Straight Fit Jeans,Men → Jeans,1,€33.00,€13.20,Debit Card,25-34,Clare,4591,Male
1412,2024-10-08,Woodel Wall Mirror,Homeware → Design,1,€59.40,€19.80,Credit Card,35-44,Cork,1278,Male
1413,2024-10-08,White Short Sleeve Bird Print Shirt,Men → Shirts,-1,€29.00,€11.02,Credit Card,35-44,Cavan,9012,Female
1414,2024-10-08,Dark Wash Straight Fit Jeans,Men → Jeans,1,€33.00,€13.20,Credit Card,35-44,Dublin,16909,Male
1415,2024-10-09,Lunar Cirque Blouse,Women → Tops,2,€43.20,€24.00,Debit Card,25-34,Meath,15206,Male
1416,2024-10-09,Pink Linen Blend Parallel Trousers,Men → Trousers,2,€63.00,€27.30,Debit Card,25-34,Dublin,5279,Male
1417,09 Oct 2024,White Short Sleeve Oxford Shirt,Men → Shirts,1,€53.00,€20.14,Debit Card,18-24,Cork,3325,Male
1418,10 Oct 2024,Grey Marl Panda Face Crew,Children → Boys Wear,3,€34.50,€17.59,Debit Card,25-34,Dublin,3997,Female
1419,2024-10-10,Lilac/Mint Long Sleeve Shirts,Children → Girls Wear,2,€52.00,€26.52,Debit Card,35-44,Galway,14803,Female
1420,10 Oct 2024,Lodge Women's Shirt,Women → Tops,2,€66.60,€37.00,Credit Card,18-24,Dublin,17103,Female
1421,2024-10-10,Rose Print Prom Dress,Children → Girls Wear,1,€33.30,€15.17,Credit Card,25-34,Louth,13950,Female
1422,2024-10-10,Hawaiian Print Sun Safe Two Piece,Children → Girls Wear,2,€35.00,€17.85,Debit Card,35-44,Mayo,17147,Male
1423,2024-10-10,Black Skinny Fit Jeans with Stretch,Men → Jeans,1,€41.40,€13.80,Credit Card,18-24,Dublin,3790,Female
1424,2024-10-10,Multi Llama Vests Three Pack,Children → Girls Wear,1,€17.50,€8.93,Debit Card,45-54,Limerick,10537,Female
1425,2024-10-10,White Polo Two Pack,Children → Girls Wear,2,€15.00,€7.65,Debit Card,25-34,Kilkenny,6653,Female
1426,2024-10-11,Mid Blue Slim Fit Ultra Flex Jeans,Men → Jeans,1,€48.00,€19.20,Credit Card,45-54,Louth,6937,Male
1427,2024-10-11,Navy Chino Trousers,Men → Trousers,1,€36.00,€17.64,PayPal,25-34,Kildare,15912,Female
1428,2024-10-11,Blue Floral Embroidered Mac,Children → Girls Wear,1,€31.50,€14.35,Debit Card,35-44,Dublin,14469,Male
1429,2024-10-11,Rose Print Prom Dress,Children → Girls Wear,1,€37.00,€18.87,Debit Card,25-34,Wexford,5481,Male
1430,2024-10-11,Black Skinny Fit Ultra Flex Jeans,Men → Jeans,1,€33.00,€13.20,Credit Card,45-54,Westmeath,3000,Female
1431,2024-10-11,Juliette Pullover,Women → Tops,1,€47.70,€26.50,Debit Card,35-44,Cork,13806,Female
1432,2024-10-11,Navy Colourblock Crew and Jogger Set,Children → Boys Wear,3,€52.50,€26.77,Debit Card,25-34,Westmeath,19494,Female
1433,2024-10-11,Black Skinny Fit Ultra Flex Jeans,Men → Jeans,1,€33.00,€13.20,Credit Card,25-34,Roscommon,18856,Female
1434,12 Oct 2024,Orange/Navy Shorts Three Pack,Children → Girls Wear,1,€16.50,€8.41,Debit Card,18-24,Kildare,11178,Female
1435,2024-10-12,Blue Floral Embroidered Mac,Children → Girls Wear,1,€35.00,€17.85,Voucher,25-34,Tipperary,5853,Male
1436,12 Oct 2024,Red/Charcoal Joggers Two Pack,Children → Boys Wear,1,€15.00,€7.65,Credit Card,18-24,Kilkenny,4912,Male
1437,2024-10-12,Pennsylvania Notebooks,Homeware → Design,2,€23.00,€9.20,Credit Card,35-44,Dublin,7350,Male
1438,2024-10-13,Lattice Runner,Homeware → Design,2,€172.00,€68.80,CC,55-64,Dublin,2472,Female
1439,2024-10-13,Floral Embroidered Kaftan,Children → Girls Wear,2,€64.00,€32.64,Credit Card,45-54,Cork,13197,Female
1440,2024-10-13,Blue Stripe Snuggle Fit Pyjamas,Children → Boys Wear,4,€ 74.00,€37.74,Credit Card,25-34,Leitrim,6466,Male
1441,2024-10-13,Blue Floral Embroidered Mac,Children → Girls Wear,1,€35.00,€17.85,Debit Card,45-54,Kildare,5459,Male
1442,13 Oct 2024,White Tie and Shirt Set,Men → Shirts,3,€105.00,€39.90,Credit Card,35-44,Dublin,5129,Female
1443,2024-10-13,White Short Sleeve Bird Print Shirt,Men → Shirts,1,€29.00,€11.02,Credit Card,25-34,Kildare,3497,Female
1444,2024-10-13,Dawson Trolley,Homeware → Design,1,€57.00,€22.80,Credit Card,25-34,Kilkenny,6653,Female
1445,2024-10-14,Black Skinny Fit Jeans with Stretch,Men → Jeans,1,€46.00,€18.40,Credit Card,45-54,Offaly,11759,Female
1446,2024-10-14,Black Skinny Zip Trousers,Men → Trousers,1,€46.00,€22.54,Debit Card,25-34,Meath,5828,Female
1447,2024-10-14,Orange/Navy Shorts Three Pack,Children → Girls Wear,2,€33.00,€16.83,Debit Card,18-24,Dublin,9391,Female
1448,2024-10-14,Light Blue Ditsy Slub Dress,Women → Dresses,1,€22.50,€11.25,Debit Card,35-44,Cavan,9012,Female
1449,2024-10-15,Pennsylvania Notebooks,Homeware → Design,5,€57.50,€23.00,Credit Card,65+,Wexford,14934,Female
1450,2024-10-16,Pink Cheque Shirt Dress,Children → Girls Wear,1,€16.50,€8.41,Credit Card,25-34,Louth,9419,Male
1451,2024-10-16,Lilac/Mint Long Sleeve Shirts,Children → Girls Wear,1,€26.00,€13.26,Debit Card,45-54,Tipperary,2503,Female
1452,2024-10-16,Hawaiian Print Sun Safe Two Piece,Children → Girls Wear,1,€17.50,€8.93,Credit Card,25-34,Galway,14241,Female
1453,2024-10-16,Orange/Navy Shorts Three Pack,Children → Girls Wear,1,€16.50,€8.41,Credit Card,25-34,Tipperary,7541,Male
1454,2024-10-16,Navy Colourblock Crew and Jogger Set,Children → Boys Wear,1,€17.50,€8.93,Debit Card,25-34,Wicklow,9412,Male
1455,2024-10-17,Light Grey Straight Fit Jeans,Men → Jeans,2,€52.20,€17.40,Debit Card,25-34,Donegal,18975,Prefer not to say
1456,2024-10-17,Black Full Length Leggings,Men → Trousers,1,€46.00,€22.54,Credit Card,45-54,Kilkenny,10491,Male
1457,2024-10-18,Multi Short Sleeve Character T-shirt,Children → Boys Wear,1,€16.50,€8.41,Debit Card,45-54,Cork,14762,Male
1458,2024-10-18,Rose Print Prom Dress,Children → Girls Wear,2,€74.00,€37.74,Debit Card,18-24,Meath,13422,Male
1459,2024-10-18,White Colour Block T-Shirt,Children → Boys Wear,3,€67.50,€34.42,Voucher,25-34,Dublin,1575,Male
1460,2024-10-18,White Polo Two Pack,Children → Girls Wear,1,€7.50,€3.83,Debit Card,25-34,Cavan,10675,Male
1461,2024-10-19,Set of 3 Animal Canvas Prints,Homeware → Design,1,€23.50,€9.40,Credit Card,35-44,Dublin,4159,Female
1462,19 Oct 2024,Crinkle Velvet Bed Set,Homeware → Bed Bath,2,€ 110.00,€38.50,Credit Card,35-44,Dublin,8031,Female
1463,2024-10-19,Lilac/Mint Long Sleeve Shirts,Children → Girls Wear,2,€52.00,€26.52,Debit Card,35-44,Laois,12437,Female
1464,2024-10-19,Navy/White Long Sleeve Gingham Cheque Shirt,Men → Shirts,2,€ 58.00,€22.04,Credit Card,25-34,Clare,1162,Male
1465,2024-10-20,Pennsylvania Notebooks,Homeware → Design,8,€92.00,€36.80,Credit Card,25-34,Sligo,3862,Male
1466,2024-10-20,Black Skinny Fit Ultra Flex Jeans,Men → Jeans,1,€33.00,€13.20,Voucher,35-44,Dublin,1856,Male
1467,2024-10-20,Mola Headlamp,Homeware → Design,1,€43.00,€17.20,Credit Card,55-64,Dublin,12084,Female
1468,2024-10-21,Fluro Shorts Two Pack,Children → Boys Wear,4,€70.00,€35.70,Credit Card,35-44,Galway,19547,Male
1469,2024-10-21,Lilac/Mint Long Sleeve Shirts,Children → Girls Wear,1,€23.40,€10.66,CC,35-44,Cork,14284,Female
1470,2024-10-21,Black Jersey Denim Leggings,Men → Trousers,1,€ 57.00,€27.93,Debit Card,18-24,Dublin,12353,Female
1471,2024-10-21,Pink Linen Blend Parallel Trousers,Men → Trousers,1,€35.00,€17.15,Credit Card,35-44,Limerick,18169,Female
1472,2024-10-21,Dark Blue Belted Jeans,Men → Jeans,1,€29.00,€11.60,Debit Card,25-34,Limerick,13684,Male
1473,2024-10-21,Pink Cheque Shirt Dress,Children → Girls Wear,1,€16.50,€8.41,Credit Card,25-34,Kildare,10969,Female
1474,2024-10-21,Grey Marl Panda Face Crew,Children → Boys Wear,1,€11.50,€5.87,Debit Card,25-34,Dublin,7937,Female
1475,2024-10-21,Grey Marl Panda Face Crew,Children → Boys Wear,3,€34.50,€17.59,CC,35-44,Dublin,5725,Female
1476,22 Oct 2024,White Short Sleeve Oxford Shirt,Men → Shirts,1,€53.00,€20.14,Credit Card,25-34,Dublin,14891,Female
1477,2024-10-22,Pink Cheque Shirt Dress,Children → Girls Wear,1,€ 16.50,€8.41,Credit Card,25-34,Dublin,16256,Female
1478,2024-10-22,Pink Slim Fit Double Cuff Shirt,Men → Shirts,1,€29.00,€11.02,Debit Card,45-54,Dublin,11737,Female
1479,2024-10-23,White Tie and Shirt Set,Men → Shirts,3,€105.00,€39.90,PayPal,35-44,Dublin,3091,Male
1480,2024-10-24,White Short Sleeve Bird Print Shirt,Men → Shirts,1,€29.00,€11.02,Debit Card,18-24,Cork,1922,Prefer not to say
1481,24 Oct 2024,White Puff Sleeve T-shirt Five Pack,Children → Girls Wear,1,€21.50,€10.96,Debit Card,35-44,Dublin,7059,Female
1482,2024-10-24,Starlight Rug,Homeware → Bed Bath,1,€74.70,€20.75,Credit Card,18-24,Wexford,6972,Female
1483,24 Oct 2024,Black Single Cuff Shirt,Men → Shirts,2,€84.00,€31.92,PayPal,35-44,Kilkenny,17834,Male
1484,2024-10-25,Lattice Runner,Homeware → Design,2,€ 172.00,€68.80,Credit Card,35-44,Meath,7716,Male
1485,2024-10-25,Blue Stripe Snuggle Fit Pyjamas,Children → Boys Wear,2,€ 37.00,€18.87,Credit Card,35-44,Tipperary,5203,Female
1486,2024-10-25,Navy Suede Loafers,Men → Shoes,1,€35.00,€15.75,Debit Card,25-34,Louth,13856,Male
1487,2024-10-25,Ultimate Feels Like Down Duvet,Homeware → Bed Bath,2,€ 136.00,€47.60,Debit Card,18-24,Dublin,7216,Female
1488,2024-10-25,Lilac/Mint Long Sleeve Shirts,Children → Girls Wear,1,€26.00,€13.26,Debit Card,35-44,Dublin,2253,Male
1489,2024-10-25,Light Grey Straight Fit Jeans,Men → Jeans,1,€29.00,€11.60,Debit Card,55-64,Cork,4523,Female
1490,2024-10-25,Cream Vintage Bin,Homeware → Bed Bath,4,€288.00,€100.80,Credit Card,35-44,Laois,11919,Female
1491,2024-10-26,Lyle & Scott Oxford Shirt,Men → Shirts,1,€63.00,€23.94,Debit Card,55-64,Donegal,16181,Male
1492,2024-10-26,Pink Slim Fit Double Cuff Shirt,Men → Shirts,1,€ 29.00,€11.02,Credit Card,18-24,Galway,6787,Female
1493,2024-10-26,Navy Tailored Trousers,Men → Trousers,2,€75.60,€32.76,Credit Card,45-54,Meath,5309,Female
1494,26 Oct 2024,Multi Llama Vests Three Pack,Children → Girls Wear,1,€17.50,€8.93,Debit Card,25-34,Tipperary,14300,Female
1495,2024-10-26,Light Blue Ditsy Slub Dress,Women → Dresses,-1,€22.50,€11.25,Credit Card,45-54,Wicklow,8278,Male
1496,2024-10-26,Floral Embroidered Kaftan,Children → Girls Wear,3,€96.00,€48.96,Credit Card,35-44,Offaly,4466,Prefer not to say
1497,2024-10-27,Cobalt Corbed Sandals,Children → Boys Wear,1,€ 18.50,€9.44,Debit Card,25-34,Dublin,14966,Female
1498,2024-10-27,Hawaiian Print Sun Safe Two Piece,Children → Girls Wear,2,€35.00,€17.85,Debit Card,35-44,Kildare,3875,Female
1499,27 Oct 2024,Pink Slim Fit Double Cuff Shirt,Men → Shirts,1,€29.00,€11.02,Debit Card,25-34,Limerick,6606,Male
1500,2024-10-27,Lyle & Scott Oxford Shirt,Men → Shirts,1,€63.00,€23.94,Credit Card,25-34,Kilkenny,6653,Female
1501,2024-10-27,Black Full Length Leggings,Men → Trousers,1,€46.00,€22.54,Debit Card,25-34,Dublin,4298,Female
1502,2024-10-27,Fluro Shorts Two Pack,Children → Boys Wear,1,€15.75,€7.17,Debit Card,25-34,Cork,12700,Female
1503,2024-10-27,Dawson Trolley,Homeware → Design,1,€51.30,€17.10,CC,25-34,Cork,5037,Female
1504,27 Oct 2024,Navy/White Long Sleeve Gingham Cheque Shirt,Men → Shirts,1,€29.00,€11.02,Credit Card,35-44,Meath,7716,Male
1505,2024-10-28,Two pack Stars Bed Set,Homeware → Bed Bath,-1,€30.15,€8.38,Credit Card,35-44,Cork,13806,Female
1506,2024-10-28,Navy Colourblock Crew and Jogger Set,Children → Boys Wear,2,€ 35.00,€17.85,Credit Card,25-34,Wicklow,11169,Male
1507,2024-10-28,White Tie and Shirt Set,Men → Shirts,5,€175.00,€66.50,Credit Card,55-64,Kilkenny,3128,Female
1508,2024-10-28,Dark Ink Slim Fit Jeans with Stretch,Men → Jeans,1,€46.00,€18.40,Debit Card,45-54,Cavan,9759,Male
1509,2024-10-28,Black Single Cuff Shirt,Men → Shirts,3,€126.00,€47.88,Credit Card,35-44,Clare,3256,Female
1510,2024-10-29,Black Mary Jane Shoes,Men → Shoes,1,€44.00,€19.80,Debit Card,35-44,Dublin,7559,Male
1511,2024-10-29,Long Sleeve Swing Shirt,Women → Tops,2,€63.00,€35.00,Debit Card,35-44,Meath,4098,Female
1512,2024-10-29,Mid Blue Slim Fit Ultra Flex Jeans,Men → Jeans,1,€ 48.00,€19.20,Debit Card,35-44,Cork,5273,Male
1513,2024-10-29,Dark Ink Slim Fit Jeans with Stretch,Men → Jeans,1,€46.00,€18.40,Debit Card,25-34,Mayo,16797,Male
1514,2024-10-29,Black Geo Jacquard Dress,Women → Dresses,1,€33.30,€14.80,PayPal,35-44,Cork,12541,Male
1515,2024-10-30,Black Single Cuff Shirt,Men → Shirts,1,€37.80,€11.76,Debit Card,35-44,Cork,6722,Male
1516,2024-10-30,Long Sleeve Swing Shirt,Women → Tops,2,€ 63.00,€35.00,Credit Card,35-44,Dublin,5444,Male
1517,30 Oct 2024,Black Jersey Denim Leggings,Men → Trousers,1,€57.00,€27.93,Debit Card,25-34,Dublin,14075,Female
1518,2024-10-30,White Puff Sleeve T-shirt Five Pack,Children → Girls Wear,1,€21.50,€10.96,Debit Card,25-34,Roscommon,18222,Female
1519,2024-10-30,Multi Llama Vests Three Pack,Children → Girls Wear,1,€17.50,€8.93,Credit Card,35-44,Dublin,5578,Female
1520,2024-10-31,Navy Tailored Trousers,Men → Trousers,4,€151.20,€65.52,Credit Card,45-54,Dublin,18019,Prefer not to say
1521,2024-10-31,Black Loose Fit Jeans with Stretch,Men → Jeans,1,€29.00,€11.60,Credit Card,18-24,Cork,1834,Male
1522,2024-10-31,Metallic Cross Strap Block Heels,Men → Shoes,1,€58.50,€22.75,Credit Card,25-34,Cork,3787,Male
1523,01 Nov 2024,Rose Print Prom Dress,Children → Girls Wear,2,€74.00,€37.74,Debit Card,55-64,Dublin,15322,Female
1524,2024-11-01,Grey Marl Panda Face Crew,Children → Boys Wear,3,€34.50,€17.59,Debit Card,55-64,Waterford,4587,Male
1525,2024-11-01,Rose Print Prom Dress,Children → Girls Wear,2,€74.00,€37.74,Credit Card,25-34,Wicklow,9484,Female
1526,2024-11-01,1000 Thread Count Cotton Sateen Collection,Homeware → Bed Bath,4,€356.00,€124.60,Credit Card,25-34,Dublin,4608,Male
1527,2024-11-01,Navy Colourblock Crew and Jogger Set,Children → Boys Wear,1,€ 17.50,€8.93,PayPal,25-34,Meath,6194,Female
1528,2024-11-02,Floral Embroidered Kaftan,Children → Girls Wear,2,€64.00,€32.64,PayPal,25-34,Meath,11437,Female
1529,2024-11-02,Leather Court Shoes,Men → Shoes,3,€111.00,€49.95,Debit Card,25-34,Dublin,16266,Male
1530,2024-11-02,Rose Print Prom Dress,Children → Girls Wear,1,€37.00,€18.87,Debit Card,35-44,Limerick,13941,Female
1531,2024-11-03,Blue Maxi Button Through Dress,Women → Dresses,1,€46.80,€20.80,Credit Card,25-34,Cork,5037,Female
1532,03 Nov 2024,Multi Short Sleeve Character T-shirt,Children → Boys Wear,1,€16.50,€8.41,Credit Card,35-44,Donegal,3575,Male
1533,2024-11-03,Mid Blue Straight Fit Jeans,Men → Jeans,2,€ 76.00,€30.40,Credit Card,25-34,Donegal,19259,Female
1534,2024-11-03,Navy Colourblock Crew and Jogger Set,Children → Boys Wear,1,€17.50,€8.93,PayPal,35-44,Dublin,19522,Female
1535,2024-11-03,White Puff Sleeve T-shirt Five Pack,Children → Girls Wear,2,€43.00,€21.93,CC,25-34,Wicklow,9412,Male
1536,2024-11-03,Blue Stripe Snuggle Fit Pyjamas,Children → Boys Wear,1,€18.50,€9.44,Credit Card,45-54,Dublin,4877,Female
1537,03 Nov 2024,White Colour Block T-Shirt,Children → Boys Wear,2,€45.00,€22.95,Credit Card,35-44,Meath,11956,Male
1538,2024-11-03,Lilac/Mint Long Sleeve Shirts,Children → Girls Wear,2,€52.00,€26.52,Debit Card,35-44,Monaghan,6306,Female
1539,2024-11-04,Red/Charcoal Joggers Two Pack,Children → Boys Wear,1,€15.00,€7.65,Credit Card,35-44,Meath,11956,Male
1540,2024-11-04,Orange/Navy Shorts Three Pack,Children → Girls Wear,1,€16.50,€8.41,Debit Card,35-44,Tipperary,17766,Male
1541,2024-11-04,Navy Colourblock Crew and Jogger Set,Children → Boys Wear,2,€35.00,€17.85,Credit Card,35-44,Dublin,17812,Male
1542,2024-11-04,Orange/Navy Shorts Three Pack,Children → Girls Wear,1,€16.50,€8.41,Debit Card,25-34,Cork,10547,Female
1543,2024-11-04,White Tie and Shirt Set,Men → Shirts,2,€ 70.00,€26.60,Debit Card,25-34,Cork,15762,Male
1544,2024-11-05,Orange/Navy Shorts Three Pack,Children → Girls Wear,2,€33.00,€16.83,CC,55-64,Dublin,12084,Female
1545,2024-11-05,Harriet Chambray Top,Women → Tops,1,€31.50,€17.50,Credit Card,18-24,Waterford,2191,Male
1546,2024-11-05,Blue Floral Embroidered Mac,Children → Girls Wear,1,€35.00,€17.85,Debit Card,25-34,Dublin,10097,Male
1547,2024-11-05,Foraker Canvas Coat,Women → Tops,1,€41.40,€23.00,Credit Card,35-44,Dublin,12475,Male
1548,2024-11-05,Dawson Trolley,Homeware → Design,1,€57.00,€22.80,Credit Card,35-44,Donegal,4444,Female
1549,2024-11-06,Lyle & Scott Oxford Shirt,Men → Shirts,1,€63.00,€23.94,Credit Card,25-34,Kildare,13387,Female
1550,2024-11-06,Feathers Printed Bed Set,Homeware → Bed Bath,2,€63.00,€17.50,CC,25-34,Cork,5037,Female
1551,2024-11-06,Neutral Chino Trousers,Men → Trousers,1,€35.00,€17.15,Debit Card,25-34,Wexford,8869,Female
1552,2024-11-06,White Tie and Shirt Set,Men → Shirts,2,€70.00,€26.60,Debit Card,45-54,Kildare,4887,Female
1553,2024-11-06,Light Grey Straight Fit Jeans,Men → Jeans,1,€26.10,€8.70,Credit Card,55-64,Westmeath,3394,Female
1554,2024-11-07,Hawaiian Print Sun Safe Two Piece,Children → Girls Wear,2,€31.50,€14.35,Debit Card,45-54,Monaghan,4063,Male
1555,2024-11-07,Dawson Trolley,Homeware → Design,1,€57.00,€22.80,Credit Card,25-34,Waterford,5487,Female
1556,2024-11-08,Floral Embroidered Kaftan,Children → Girls Wear,1,€ 32.00,€16.32,Debit Card,35-44,Dublin,2253,Male
1557,2024-11-08,Hawaiian Print Sun Safe Two Piece,Children → Girls Wear,1,€15.75,€7.17,Debit Card,35-44,Cork,19372,Prefer not to say
1558,2024-11-08,Dark Ink Slim Fit Jeans with Stretch,Men → Jeans,1,€46.00,€18.40,Credit Card,25-34,Wexford,5181,Male
1559,2024-11-08,Hawaiian Print Sun Safe Two Piece,Children → Girls Wear,2,€35.00,€17.85,Credit Card,25-34,Cork,13706,Female
1560,2024-11-08,Dark Wash Straight Fit Jeans,Men → Jeans,1,€33.00,€13.20,Credit Card,18-24,Dublin,10000,Female
1561,2024-11-09,Multi Llama Vests Three Pack,Children → Girls Wear,1,€17.50,€8.93,Debit Card,25-34,Galway,2734,Female
1562,2024-11-09,Hawaiian Print Sun Safe Two Piece,Children → Girls Wear,1,€15.75,€7.17,Credit Card,35-44,Dublin,4928,Male
1563,2024-11-09,Fluro Shorts Two Pack,Children → Boys Wear,4,€70.00,€35.70,Credit Card,25-34,Dublin,7919,Female
1564,2024-11-09,Blue Stripe Snuggle Fit Pyjamas,Children → Boys Wear,2,€37.00,€18.87,Debit Card,55-64,Mayo,16622,Female
1565,2024-11-10,Navy Tailored Trousers,Men → Trousers,4,€ 168.00,€82.32,PayPal,25-34,Kildare,14659,Male
1566,2024-11-10,Black Skinny Fit Jeans with Stretch,Men → Jeans,1,€46.00,€18.40,Debit Card,35-44,Cork,17137,Male
1567,2024-11-10,White Polo Two Pack,Children → Girls Wear,1,€7.50,€3.83,Debit Card,25-34,Dublin,3187,Female
1568,2024-11-10,Woodel Wall Mirror,Homeware → Design,1,€66.00,€26.40,Credit Card,25-34,Cork,6662,Female
1569,2024-11-10,Rose Print Prom Dress,Children → Girls Wear,1,€37.00,€18.87,Voucher,35-44,Tipperary,11503,Female
1570,2024-11-10,Long Sleeve Swing Shirt,Women → Tops,1,€31.50,€17.50,Debit Card,35-44,Kildare,6834,Male
1571,2024-11-10,Fluro Shorts Two Pack,Children → Boys Wear,1,€17.50,€8.93,Debit Card,55-64,Limerick,12478,Male
1572,2024-11-10,Blue Stripe Snuggle Fit Pyjamas,Children → Boys Wear,3,€55.50,€28.30,Debit Card,25-34,Kildare,8462,Male
1573,2024-11-10,Coral Plisse Dress,Women → Dresses,1,€36.00,€16.00,Debit Card,25-34,Meath,15206,Male
1574,2024-11-11,Dark Blue Belted Jeans,Men → Jeans,1,€ 29.00,€11.60,CC,25-34,Clare,15275,Female
1575,2024-11-11,Black Full Length Leggings,Men → Trousers,1,€46.00,€22.54,Debit Card,35-44,Dublin,4159,Female
1576,2024-11-11,Pennsylvania Notebooks,Homeware → Design,10,€ 115.00,€46.00,Credit Card,18-24,Limerick,3969,Male
1577,2024-11-11,Light Grey Straight Fit Jeans,Men → Jeans,1,€26.10,€8.70,Voucher,25-34,Monaghan,7071,Female
1578,2024-11-12,Lyle & Scott Oxford Shirt,Men → Shirts,2,€126.00,€47.88,PayPal,45-54,Roscommon,14816,Female
1579,2024-11-12,Rose Print Prom Dress,Children → Girls Wear,1,€37.00,€18.87,Debit Card,35-44,Dublin,12591,Male
1580,2024-11-12,Navy Linen Blend Dress,Women → Dresses,1,€30.00,€15.00,PayPal,18-24,Galway,18434,Female
1581,2024-11-12,Navy Jersey Joggers,Men → Trousers,2,€48.00,€23.52,Credit Card,25-34,Kerry,17162,Male
1582,2024-11-13,Floral Embroidered Kaftan,Children → Girls Wear,3,€96.00,€48.96,Debit Card,55-64,Meath,6641,Male
1583,2024-11-13,Red/Charcoal Joggers Two Pack,Children → Boys Wear,1,€15.00,€7.65,Debit Card,65+,Dublin,2375,Female
1584,2024-11-13,Lilac/Mint Long Sleeve Shirts,Children → Girls Wear,1,€26.00,€13.26,Credit Card,45-54,Cork,11094,Female
1585,2024-11-14,Floral Embroidered Kaftan,Children → Girls Wear,1,€32.00,€16.32,PayPal,25-34,Wicklow,6340,Female
1586,2024-11-14,Red Wing Iron Ranger Boot,Men → Shoes,1,€87.00,€39.15,Credit Card,18-24,Galway,16709,Female
1587,2024-11-14,Metallic Cross Strap Block Heels,Men → Shoes,1,€65.00,€29.25,Credit Card,45-54,Dublin,13437,Male
1588,2024-11-14,Pennsylvania Notebooks,Homeware → Design,2,€20.70,€6.90,Credit Card,35-44,Dublin,1959,Female
1589,2024-11-14,Lilac/Mint Long Sleeve Shirts,Children → Girls Wear,1,€26.00,€13.26,Credit Card,35-44,Sligo,8184,Female
1590,2024-11-14,White Colour Block T-Shirt,Children → Boys Wear,2,€45.00,€22.95,Credit Card,35-44,Kerry,2769,Female
1591,2024-11-15,Rose Print Prom Dress,Children → Girls Wear,1,€37.00,€18.87,Debit Card,25-34,Dublin,10097,Male
1592,2024-11-15,Red Wing Iron Ranger Boot,Men → Shoes,1,€87.00,€39.15,Credit Card,25-34,Wexford,6806,Male
1593,2024-11-15,Lodge Women's Shirt,Women → Tops,1,€33.30,€18.50,CC,25-34,Meath,15206,Male
1594,15 Nov 2024,Navy Colourblock Crew and Jogger Set,Children → Boys Wear,1,€ 17.50,€8.93,Debit Card,35-44,Limerick,1084,Male
1595,2024-11-17,Black Signature Point Court Shoes,Men → Shoes,1,€44.00,€19.80,Debit Card,25-34,Wicklow,14750,Female
1596,2024-11-17,White Tie and Shirt Set,Men → Shirts,4,€140.00,€53.20,PayPal,25-34,Westmeath,8422,Prefer not to say
1597,2024-11-17,Blue Floral Embroidered Mac,Children → Girls Wear,1,€31.50,€14.35,Debit Card,35-44,Carlow,12991,Male
1598,2024-11-17,Rose Print Prom Dress,Children → Girls Wear,1,€37.00,€18.87,Debit Card,18-24,Mayo,8741,Female
1599,2024-11-18,White Tie and Shirt Set,Men → Shirts,2,€70.00,€26.60,Debit Card,25-34,Dublin,2453,Male
1600,2024-11-19,Mid Blue Slim Fit Ultra Flex Jeans,Men → Jeans,1,€48.00,€19.20,CC,35-44,Donegal,19037,Female
1601,2024-11-19,Hawaiian Print Sun Safe Two Piece,Children → Girls Wear,2,€35.00,€17.85,Credit Card,25-34,Roscommon,9634,Female
1602,2024-11-19,Black Skinny Zip Trousers,Men → Trousers,1,€46.00,€22.54,Credit Card,25-34,Galway,4295,Female
1603,2024-11-19,Lyle & Scott Oxford Shirt,Men → Shirts,2,€126.00,€47.88,Credit Card,35-44,Kildare,15241,Female
1604,19 Nov 2024,Camp Stool,Homeware → Design,6,€99.00,€39.60,Credit Card,25-34,Cork,5391,Male
1605,2024-11-19,Blue Floral Embroidered Mac,Children → Girls Wear,1,€35.00,€17.85,Credit Card,25-34,Wicklow,17100,Prefer not to say
1606,2024-11-20,Orange/Navy Shorts Three Pack,Children → Girls Wear,1,€16.50,€8.41,Debit Card,35-44,Carlow,14644,Female
1607,2024-11-20,Fluro Shorts Two Pack,Children → Boys Wear,4,€70.00,€35.70,Debit Card,25-34,Wexford,1056,Female
1608,2024-11-20,Black Skinny Fit Jeans with Stretch,Men → Jeans,1,€46.00,€18.40,Debit Card,25-34,Dublin,9537,Male
1609,2024-11-20,White Cropped Leggings,Men → Trousers,1,€35.00,€17.15,Credit Card,35-44,Wicklow,7744,Female
